transaction_id,user_id,amount,timestamp,device_id,ip_address,ip_country,ip_city,ip_region,ip_latitude,ip_longitude,is_fraud
txn_5583,user_117,65.75,2026-04-03 14:37:08.285945 UTC,device_737,30.197.63.54,AU,Sydney,Region_AU_1,-37.2234,-179.8026,0
txn_7436,user_117,77.48,2026-04-23 16:57:08.876870 UTC,device_12,150.193.85.241,AU,Brisbane,Region_AU_1,59.1329,-149.1003,0
txn_8397,user_117,7.14,2026-04-30 13:55:09.217430 UTC,device_324,58.101.82.80,AU,Sydney,Region_AU_1,-81.877,-85.9724,0
txn_9242,user_117,88.09,2026-04-26 10:59:09.488740 UTC,device_2251,110.210.101.66,AU,Sydney,Region_AU_1,21.4833,128.4648,0
txn_5800,user_122,13.99,2026-04-01 20:23:08.351351 UTC,device_987,99.73.252.4,AU,Melbourne,Region_AU_1,18.9809,-132.7767,0
txn_7119,user_122,139.14,2026-04-26 17:46:08.776834 UTC,device_1085,183.156.130.159,AU,Brisbane,Region_AU_1,68.9276,-162.4733,0
txn_908,user_126,17.24,2026-04-10 06:15:06.238439 UTC,device_2521,32.63.78.44,AU,Melbourne,Region_AU_1,1.8074,30.7814,0
txn_9763,user_126,61.03,2026-04-13 02:26:09.655100 UTC,device_12,19.160.31.166,AU,Brisbane,Region_AU_1,-30.1152,-146.0614,0
txn_5116,user_148,329.19,2026-04-09 19:26:08.130840 UTC,device_1871,216.252.147.156,AU,Melbourne,Region_AU_1,-50.8712,164.9682,1
txn_6281,user_148,62.57,2026-04-09 02:50:08.504718 UTC,device_804,134.234.150.164,AU,Melbourne,Region_AU_1,49.6749,-8.0288,0
txn_7521,user_162,32.22,2026-04-17 18:55:08.904342 UTC,device_1725,27.67.81.86,AU,Sydney,Region_AU_1,-20.4076,171.0941,0
txn_5,user_182,121.31,2026-04-03 09:00:05.835132 UTC,device_1310,18.196.124.62,AU,Melbourne,Region_AU_1,-1.3144,47.3089,0
txn_381,user_182,28.07,2026-03-31 14:12:06.002596 UTC,device_2538,195.187.71.95,AU,Melbourne,Region_AU_1,-32.8362,-111.7187,1
txn_706,user_182,11.5,2026-04-12 19:40:06.151972 UTC,device_2891,15.235.143.94,AU,Sydney,Region_AU_1,78.1047,4.8126,0
txn_4057,user_183,15.56,2026-03-30 22:31:07.761429 UTC,device_430,234.214.190.124,AU,Sydney,Region_AU_1,20.3486,171.9205,0
txn_5386,user_183,202.34,2026-04-15 08:46:08.221051 UTC,device_41,192.253.71.24,AU,Melbourne,Region_AU_1,-52.5323,-173.3826,0
txn_307,user_194,15.31,2026-04-03 21:49:05.967776 UTC,device_2810,30.84.111.162,AU,Sydney,Region_AU_1,81.7486,176.1507,1
txn_1166,user_194,40.12,2026-03-31 07:45:06.368910 UTC,device_2699,119.243.207.161,AU,Brisbane,Region_AU_1,73.6977,-131.624,0
txn_2689,user_194,96.48,2026-04-26 23:47:07.093214 UTC,device_188,57.44.249.2,AU,Brisbane,Region_AU_1,61.5893,52.6903,0
txn_5178,user_194,11.85,2026-04-16 01:12:08.151023 UTC,device_2941,149.189.167.204,AU,Brisbane,Region_AU_1,59.0681,124.0812,0
txn_5950,user_194,28.51,2026-04-26 00:07:08.402219 UTC,device_2326,245.32.167.128,AU,Melbourne,Region_AU_1,65.9641,-132.1262,0
txn_9577,user_194,25.05,2026-03-31 19:02:09.596799 UTC,device_868,255.208.197.7,AU,Sydney,Region_AU_1,2.7503,66.1077,0
txn_9977,user_194,129.19,2026-04-08 08:43:09.729140 UTC,device_1842,133.221.196.215,AU,Melbourne,Region_AU_1,-34.722,118.6363,0
txn_90,user_197,36.31,2026-04-04 17:46:05.874091 UTC,device_2222,94.122.231.45,AU,Melbourne,Region_AU_1,-78.3408,178.0632,0
txn_6975,user_197,1.24,2026-04-03 23:06:08.730867 UTC,device_2727,25.106.36.211,AU,Melbourne,Region_AU_1,-73.9817,113.7426,0
txn_6141,user_201,43.06,2026-04-08 14:07:08.460824 UTC,device_2416,214.213.251.36,AU,Brisbane,Region_AU_1,32.5162,106.1588,0
txn_4799,user_203,15.98,2026-04-27 00:06:08.013072 UTC,device_1432,195.100.85.201,AU,Melbourne,Region_AU_1,3.0313,47.6565,0
txn_7501,user_203,5.02,2026-04-03 07:40:08.897074 UTC,device_1679,51.238.156.116,AU,Brisbane,Region_AU_1,44.2554,-103.7363,1
txn_9562,user_204,32.6,2026-04-23 00:11:09.592195 UTC,device_1904,179.9.177.67,AU,Melbourne,Region_AU_1,62.4881,93.5507,0
txn_1946,user_22,2.78,2026-04-04 19:26:06.723686 UTC,device_2637,238.56.116.47,AU,Sydney,Region_AU_1,-17.5428,-108.6366,0
txn_4798,user_22,7.25,2026-03-31 06:02:08.012768 UTC,device_2175,159.237.167.250,AU,Brisbane,Region_AU_1,-18.9156,164.7543,0
txn_5882,user_22,0,2026-04-03 12:40:08.378452 UTC,device_2182,226.157.102.191,AU,Brisbane,Region_AU_1,-89.801,-163.4008,0
txn_6054,user_22,48.19,2026-04-08 02:17:08.434592 UTC,device_1265,10.77.41.151,AU,Brisbane,Region_AU_1,-34.4374,48.5938,0
txn_6264,user_22,12.85,2026-04-01 03:10:08.499553 UTC,device_627,76.29.12.130,AU,Brisbane,Region_AU_1,83.717,1.3738,0
txn_3059,user_222,58.85,2026-04-20 05:11:07.284810 UTC,device_1671,93.62.254.233,AU,Melbourne,Region_AU_1,-32.0794,89.6513,0
txn_6523,user_222,54.21,2026-04-14 10:12:08.584955 UTC,device_2864,55.151.54.234,AU,Melbourne,Region_AU_1,17.7933,94.596,0
txn_6538,user_222,108.32,2026-04-24 01:54:08.589986 UTC,device_1262,90.58.1.53,AU,Sydney,Region_AU_1,-27.0303,167.196,0
txn_6906,user_222,0.56,2026-04-01 12:01:08.710315 UTC,device_1046,197.162.252.137,AU,Sydney,Region_AU_1,9.7041,-31.6918,0
txn_9813,user_222,3.02,2026-04-13 06:46:09.670272 UTC,device_1495,98.4.222.192,AU,Sydney,Region_AU_1,58.6367,-166.0622,0
txn_3873,user_227,2.35,2026-04-14 14:47:07.696386 UTC,device_1341,205.154.137.70,AU,Brisbane,Region_AU_1,70.2922,139.1935,0
txn_8877,user_228,74.01,2026-04-15 12:39:09.370505 UTC,device_319,252.196.232.180,AU,Melbourne,Region_AU_1,37.7559,93.9664,0
txn_9495,user_228,145.1,2026-04-13 19:04:09.569943 UTC,device_2561,197.28.108.254,AU,Brisbane,Region_AU_1,-43.8819,168.2746,0
txn_2889,user_233,26.99,2026-04-06 14:26:07.200092 UTC,device_725,20.88.45.195,AU,Brisbane,Region_AU_1,62.4703,18.0425,0
txn_3814,user_233,35.2,2026-04-27 09:41:07.671202 UTC,device_818,186.114.25.63,AU,Melbourne,Region_AU_1,79.5084,161.894,0
txn_4177,user_233,126.59,2026-04-02 11:29:07.801646 UTC,device_549,132.23.209.248,AU,Sydney,Region_AU_1,25.2232,37.0342,1
txn_5619,user_233,205.88,2026-04-13 00:17:08.297194 UTC,device_2104,9.189.62.5,AU,Sydney,Region_AU_1,14.9257,-22.2817,0
txn_7696,user_233,40.18,2026-04-24 13:15:08.980406 UTC,device_2675,84.27.157.149,AU,Melbourne,Region_AU_1,82.0892,-140.5264,0
txn_7827,user_233,146.6,2026-04-27 01:51:09.021489 UTC,device_1905,81.224.214.195,AU,Brisbane,Region_AU_1,-44.1431,132.5161,0
txn_9011,user_233,11.88,2026-04-27 04:42:09.418170 UTC,device_2715,203.17.206.255,AU,Melbourne,Region_AU_1,17.9522,-31.5786,0
txn_2300,user_235,163.79,2026-04-27 14:58:06.913828 UTC,device_76,114.11.222.33,AU,Brisbane,Region_AU_1,-19.0005,65.2888,0
txn_4951,user_235,12.68,2026-04-26 01:50:08.069440 UTC,device_2073,222.255.75.159,AU,Brisbane,Region_AU_1,49.3064,64.8645,0
txn_8966,user_235,5.54,2026-04-27 07:03:09.404297 UTC,device_2329,163.83.150.106,AU,Brisbane,Region_AU_1,0.7913,-77.8845,0
txn_9777,user_235,218.47,2026-04-18 02:18:09.659456 UTC,device_1669,88.124.6.34,AU,Sydney,Region_AU_1,-74.1527,76.4885,0
txn_4912,user_238,39.53,2026-04-22 10:53:08.057424 UTC,device_2391,166.187.169.47,AU,Melbourne,Region_AU_1,58.3465,-146.8319,0
txn_2615,user_240,38.24,2026-03-31 04:25:07.061287 UTC,device_2258,203.215.247.65,AU,Melbourne,Region_AU_1,3.2393,-36.333,0
txn_8849,user_240,19.56,2026-04-10 03:12:09.358948 UTC,device_388,58.133.205.174,AU,Brisbane,Region_AU_1,7.2339,67.4458,0
txn_2062,user_245,25.78,2026-04-11 01:38:06.780671 UTC,device_1424,220.6.45.125,AU,Sydney,Region_AU_1,20.3033,-78.6607,0
txn_2187,user_245,15.9,2026-04-03 16:08:06.853512 UTC,device_993,93.59.201.99,AU,Melbourne,Region_AU_1,-83.9567,23.5246,0
txn_5813,user_245,60.5,2026-04-01 23:56:08.355797 UTC,device_1761,230.65.202.226,AU,Brisbane,Region_AU_1,-23.4365,-149.0322,0
txn_7970,user_245,122.77,2026-04-17 17:54:09.085086 UTC,device_1844,250.110.145.81,AU,Sydney,Region_AU_1,-50.773,157.4299,0
txn_536,user_26,47.65,2026-04-27 10:36:06.068788 UTC,device_2075,27.231.178.17,AU,Sydney,Region_AU_1,45.5754,162.0165,0
txn_837,user_26,38.04,2026-04-14 15:39:06.208134 UTC,device_778,55.135.242.251,AU,Brisbane,Region_AU_1,-31.8468,115.0086,0
txn_1056,user_26,155.91,2026-04-28 08:27:06.301275 UTC,device_1720,67.157.105.84,AU,Brisbane,Region_AU_1,-4.8263,46.847,0
txn_1263,user_26,29.69,2026-04-27 14:03:06.421619 UTC,device_623,72.191.121.24,AU,Brisbane,Region_AU_1,26.2399,-33.0292,0
txn_7144,user_26,18.5,2026-04-21 04:40:08.785089 UTC,device_69,179.116.224.66,AU,Sydney,Region_AU_1,-26.1879,-1.5565,0
txn_9398,user_26,11.63,2026-04-28 02:10:09.536816 UTC,device_1325,212.255.135.155,AU,Sydney,Region_AU_1,-84.3213,-89.1828,0
txn_7327,user_261,13.57,2026-03-31 01:25:08.842156 UTC,device_2215,210.192.135.69,AU,Melbourne,Region_AU_1,73.1548,-146.0861,1
txn_7900,user_262,25.58,2026-04-30 15:05:09.053166 UTC,device_779,242.46.100.183,AU,Melbourne,Region_AU_1,-7.0073,145.0904,0
txn_8429,user_262,63.99,2026-04-16 11:40:09.227100 UTC,device_1724,121.100.243.241,AU,Melbourne,Region_AU_1,-54.5173,26.0862,0
txn_3974,user_263,41.24,2026-04-06 09:52:07.732540 UTC,device_734,114.158.73.225,AU,Sydney,Region_AU_1,-57.9749,14.0429,0
txn_6243,user_263,26.64,2026-04-02 10:03:08.493045 UTC,device_368,12.116.10.42,AU,Brisbane,Region_AU_1,10.6301,-136.9799,0
txn_8408,user_263,3.64,2026-04-01 00:58:09.220680 UTC,device_1439,236.79.114.62,AU,Sydney,Region_AU_1,58.3663,147.4542,0
txn_1630,user_268,53.4,2026-04-06 11:51:06.581908 UTC,device_1732,12.23.57.106,AU,Melbourne,Region_AU_1,-62.5759,21.1813,0
txn_4509,user_268,67.9,2026-04-19 23:39:07.922517 UTC,device_1212,112.83.247.169,AU,Melbourne,Region_AU_1,82.2416,100.5331,0
txn_6496,user_268,12.51,2026-04-12 03:12:08.575957 UTC,device_946,137.182.140.166,AU,Brisbane,Region_AU_1,22.2169,151.7443,0
txn_7449,user_268,17.36,2026-03-31 06:57:08.881164 UTC,device_213,242.247.157.216,AU,Brisbane,Region_AU_1,-49.9049,-107.605,0
txn_689,user_27,9.26,2026-03-31 08:09:06.142593 UTC,device_404,27.181.194.179,AU,Melbourne,Region_AU_1,85.0255,101.7277,0
txn_3471,user_27,21.59,2026-04-15 20:15:07.500035 UTC,device_328,132.117.15.80,AU,Sydney,Region_AU_1,56.9022,-69.5246,0
txn_4662,user_27,31.69,2026-04-02 00:13:07.968621 UTC,device_2729,33.179.6.247,AU,Brisbane,Region_AU_1,-87.7641,177.1428,0
txn_7846,user_27,4.63,2026-04-23 09:17:09.027190 UTC,device_1706,247.226.114.180,AU,Brisbane,Region_AU_1,10.2142,-84.4729,0
txn_8735,user_27,26.01,2026-04-17 19:09:09.320992 UTC,device_1493,130.116.238.239,AU,Brisbane,Region_AU_1,70.6717,74.3273,0
txn_109,user_274,16.31,2026-04-17 20:26:05.882318 UTC,device_1448,49.232.15.28,AU,Brisbane,Region_AU_1,5.3515,-149.6285,0
txn_363,user_274,28.26,2026-04-25 22:33:05.994237 UTC,device_199,127.148.102.28,AU,Sydney,Region_AU_1,68.2843,-58.2625,0
txn_2601,user_274,1.12,2026-04-08 13:05:07.055159 UTC,device_1845,10.198.234.238,AU,Sydney,Region_AU_1,4.945,40.9235,0
txn_6126,user_274,13,2026-04-27 01:27:08.456215 UTC,device_1477,51.147.59.255,AU,Melbourne,Region_AU_1,-25.8275,124.0886,0
txn_6621,user_274,204.07,2026-04-02 11:20:08.617033 UTC,device_2778,87.208.86.70,AU,Brisbane,Region_AU_1,-53.6662,100.121,0
txn_1343,user_281,97.7,2026-04-15 01:20:06.455556 UTC,device_620,189.246.25.167,AU,Brisbane,Region_AU_1,32.6172,-41.9846,0
txn_3673,user_281,32.81,2026-04-11 15:10:07.599941 UTC,device_2747,101.74.253.223,AU,Melbourne,Region_AU_1,-48.5378,137.6083,0
txn_7901,user_281,85.67,2026-04-12 02:31:09.053615 UTC,device_1911,68.111.165.127,AU,Melbourne,Region_AU_1,-53.7886,-11.3004,0
txn_2455,user_291,36.01,2026-04-20 06:08:06.987153 UTC,device_2266,54.38.90.152,AU,Sydney,Region_AU_1,-14.3686,-118.1445,0
txn_2839,user_291,69.92,2026-04-02 01:04:07.171964 UTC,device_1788,52.62.14.8,AU,Melbourne,Region_AU_1,-34.3812,-142.8953,0
txn_4829,user_298,59.55,2026-04-26 17:41:08.023456 UTC,device_2637,103.248.68.196,AU,Sydney,Region_AU_1,0.0991,83.117,0
txn_6252,user_298,46.74,2026-04-30 05:33:08.495812 UTC,device_2849,115.220.165.244,AU,Sydney,Region_AU_1,-9.3514,-63.0111,0
txn_7079,user_298,15.07,2026-04-12 10:43:08.762900 UTC,device_3,181.84.140.119,AU,Sydney,Region_AU_1,3.9096,-1.1704,0
txn_2570,user_300,123.95,2026-04-13 12:37:07.041707 UTC,device_2384,23.27.7.106,AU,Melbourne,Region_AU_1,62.5212,12.6715,0
txn_7779,user_300,28.24,2026-04-29 15:47:09.006088 UTC,device_2850,172.193.227.75,AU,Brisbane,Region_AU_1,81.1573,10.9293,1
txn_7949,user_300,193.11,2026-04-28 03:29:09.076664 UTC,device_2497,134.143.207.84,AU,Sydney,Region_AU_1,63.3416,136.7846,0
txn_372,user_309,25.9,2026-04-13 05:26:05.998653 UTC,device_66,113.124.157.117,AU,Sydney,Region_AU_1,49.0191,51.0153,0
txn_494,user_309,46.48,2026-04-25 10:34:06.050892 UTC,device_1872,19.64.37.96,AU,Brisbane,Region_AU_1,29.7637,-140.2903,0
txn_2676,user_309,25.63,2026-04-18 13:14:07.087615 UTC,device_2288,3.101.249.220,AU,Melbourne,Region_AU_1,44.2485,-174.563,0
txn_3438,user_309,9.09,2026-04-12 03:16:07.483977 UTC,device_979,215.65.174.14,AU,Brisbane,Region_AU_1,-29.324,-70.3889,0
txn_7739,user_309,91.95,2026-04-15 19:41:08.993675 UTC,device_31,97.124.201.14,AU,Sydney,Region_AU_1,48.7122,-137.2009,0
txn_6358,user_310,10.64,2026-04-15 00:20:08.529347 UTC,device_2974,164.110.172.109,AU,Melbourne,Region_AU_1,-57.3538,164.2409,0
txn_8605,user_310,25.58,2026-04-23 18:56:09.281940 UTC,device_1746,234.142.163.55,AU,Melbourne,Region_AU_1,34.8458,15.264,0
txn_7255,user_315,193.39,2026-04-16 05:10:08.818954 UTC,device_2931,12.218.2.146,AU,Sydney,Region_AU_1,-70.9985,29.0162,1
txn_8805,user_315,2.84,2026-04-06 19:21:09.342188 UTC,device_1650,238.10.134.88,AU,Melbourne,Region_AU_1,-83.4945,165.5326,0
txn_9769,user_315,75.66,2026-04-22 17:11:09.656972 UTC,device_2688,179.181.109.17,AU,Sydney,Region_AU_1,-3.7157,84.7301,0
txn_3517,user_319,44.97,2026-04-15 17:37:07.522438 UTC,device_2326,60.175.59.116,AU,Melbourne,Region_AU_1,42.4161,22.0501,0
txn_7022,user_320,67.51,2026-04-17 17:08:08.744975 UTC,device_495,149.168.75.32,AU,Brisbane,Region_AU_1,36.6072,-87.3546,0
txn_7866,user_320,6.28,2026-04-01 16:05:09.035458 UTC,device_710,111.177.27.230,AU,Melbourne,Region_AU_1,58.3067,129.5253,0
txn_9002,user_320,70.51,2026-04-06 13:08:09.415324 UTC,device_2258,122.152.86.98,AU,Melbourne,Region_AU_1,13.2747,147.2081,0
txn_355,user_324,26.09,2026-04-19 09:21:05.990089 UTC,device_683,209.207.69.98,AU,Melbourne,Region_AU_1,-48.8336,157.9773,0
txn_1027,user_324,19.27,2026-04-29 19:59:06.289111 UTC,device_2071,115.152.19.211,AU,Sydney,Region_AU_1,-55.419,119.2791,0
txn_1534,user_324,125.21,2026-04-21 20:45:06.538221 UTC,device_2447,217.154.30.22,AU,Melbourne,Region_AU_1,50.3402,-115.1606,0
txn_8650,user_324,75.54,2026-04-08 02:39:09.295327 UTC,device_1352,100.116.102.67,AU,Sydney,Region_AU_1,11.2973,-165.3853,0
txn_9589,user_324,20.89,2026-04-27 12:30:09.600428 UTC,device_2779,218.188.154.230,AU,Brisbane,Region_AU_1,86.7514,-30.0554,0
txn_1076,user_329,170.69,2026-04-19 21:53:06.309776 UTC,device_294,78.155.187.15,AU,Brisbane,Region_AU_1,-79.8794,78.1038,0
txn_1577,user_329,18.06,2026-04-17 01:23:06.557256 UTC,device_2166,237.121.240.251,AU,Brisbane,Region_AU_1,36.0851,-70.1903,0
txn_4324,user_329,9.21,2026-03-31 01:06:07.847210 UTC,device_2591,13.103.243.35,AU,Sydney,Region_AU_1,34.3794,171.3042,0
txn_9998,user_329,13.62,2026-04-15 20:58:09.735301 UTC,device_1457,52.246.5.63,AU,Melbourne,Region_AU_1,1.7147,-120.2718,0
txn_3279,user_335,41.94,2026-04-11 12:15:07.398258 UTC,device_1554,248.33.76.169,AU,Sydney,Region_AU_1,81.0581,148.2796,0
txn_488,user_34,22.63,2026-04-12 04:06:06.048321 UTC,device_705,85.233.79.187,AU,Melbourne,Region_AU_1,-22.5356,-116.3612,0
txn_4538,user_34,91.65,2026-04-28 13:05:07.931341 UTC,device_822,112.140.42.23,AU,Sydney,Region_AU_1,-29.4268,-165.6656,1
txn_7260,user_34,4.19,2026-04-22 18:18:08.820516 UTC,device_809,219.148.161.170,AU,Sydney,Region_AU_1,-78.7706,-148.6729,0
txn_5868,user_343,39.27,2026-04-16 23:44:08.373442 UTC,device_1640,59.69.48.40,AU,Sydney,Region_AU_1,-54.6404,167.4719,0
txn_6702,user_343,15.86,2026-04-26 23:13:08.642335 UTC,device_774,242.30.10.60,AU,Brisbane,Region_AU_1,79.4467,-130.083,0
txn_382,user_350,44.63,2026-04-08 17:09:06.003038 UTC,device_2924,127.223.51.141,AU,Brisbane,Region_AU_1,41.8022,134.5693,0
txn_1566,user_350,5.16,2026-04-04 19:39:06.552620 UTC,device_1209,160.192.73.103,AU,Brisbane,Region_AU_1,-28.2038,11.969,0
txn_1573,user_350,44.33,2026-04-13 12:13:06.555541 UTC,device_2505,219.82.82.101,AU,Sydney,Region_AU_1,-76.9119,178.6772,0
txn_9657,user_352,78.08,2026-04-24 03:39:09.621439 UTC,device_1815,53.205.238.201,AU,Brisbane,Region_AU_1,30.631,-175.6179,0
txn_3075,user_361,182.85,2026-04-21 22:44:07.293201 UTC,device_1756,235.243.136.73,AU,Brisbane,Region_AU_1,-21.7103,-49.9288,0
txn_5006,user_361,35.87,2026-04-06 10:02:08.086315 UTC,device_2524,73.181.116.120,AU,Brisbane,Region_AU_1,-74.3155,-66.8476,0
txn_5199,user_361,17.43,2026-04-05 01:34:08.158036 UTC,device_982,16.89.191.81,AU,Brisbane,Region_AU_1,-61.6155,-116.7534,0
txn_324,user_366,56.67,2026-04-27 05:30:05.976605 UTC,device_523,135.21.171.136,AU,Brisbane,Region_AU_1,-57.1064,-175.7929,0
txn_2323,user_366,111.94,2026-04-25 12:58:06.925471 UTC,device_115,24.222.59.98,AU,Melbourne,Region_AU_1,26.1887,-63.1544,0
txn_3298,user_366,146.84,2026-04-08 03:33:07.407893 UTC,device_585,148.174.153.233,AU,Sydney,Region_AU_1,69.0747,31.6819,0
txn_5722,user_366,25.46,2026-04-13 12:08:08.327960 UTC,device_1932,129.137.171.121,AU,Sydney,Region_AU_1,85.8487,81.4648,0
txn_5763,user_366,19.22,2026-04-13 06:56:08.340452 UTC,device_613,24.23.154.93,AU,Melbourne,Region_AU_1,-79.3317,-126.6754,0
txn_8349,user_366,121.8,2026-04-10 17:29:09.202718 UTC,device_1777,173.151.220.83,AU,Sydney,Region_AU_1,-28.9256,85.5475,0
txn_9161,user_366,75.47,2026-04-06 15:16:09.464589 UTC,device_913,79.67.210.199,AU,Brisbane,Region_AU_1,58.3655,75.8372,0
txn_4411,user_380,67.89,2026-04-26 17:22:07.884697 UTC,device_1251,166.88.116.93,AU,Melbourne,Region_AU_1,-46.4976,-91.7721,0
txn_136,user_383,10.02,2026-04-14 23:53:05.893606 UTC,device_490,30.33.150.226,AU,Sydney,Region_AU_1,54.8418,107.1999,0
txn_4222,user_383,172.29,2026-04-09 00:06:07.816079 UTC,device_371,157.215.98.125,AU,Melbourne,Region_AU_1,9.9003,-32.0587,0
txn_9041,user_383,28.36,2026-04-03 02:05:09.427057 UTC,device_1481,46.143.106.80,AU,Melbourne,Region_AU_1,-40.6873,83.4916,0
txn_2577,user_386,84.53,2026-04-14 21:24:07.044685 UTC,device_888,102.191.145.225,AU,Melbourne,Region_AU_1,-85.6419,-70.4001,0
txn_5332,user_386,75.68,2026-04-23 03:48:08.201952 UTC,device_2901,177.18.175.209,AU,Melbourne,Region_AU_1,74.5888,-30.3207,0
txn_305,user_390,43.57,2026-04-11 22:55:05.966739 UTC,device_1180,134.124.172.125,AU,Sydney,Region_AU_1,-0.2913,-35.029,0
txn_1273,user_390,135.29,2026-04-20 00:28:06.425811 UTC,device_2876,12.151.107.65,AU,Sydney,Region_AU_1,-85.6808,40.3654,0
txn_3854,user_390,119.81,2026-04-12 05:07:07.686349 UTC,device_1607,166.183.89.73,AU,Melbourne,Region_AU_1,71.0733,31.5692,0
txn_8677,user_390,34.35,2026-04-16 10:23:09.303432 UTC,device_2645,153.124.233.79,AU,Sydney,Region_AU_1,18.1082,-73.0813,1
txn_1874,user_391,41.58,2026-04-24 07:36:06.686289 UTC,device_1592,207.58.43.37,AU,Sydney,Region_AU_1,38.627,53.69,0
txn_2955,user_391,10.39,2026-04-25 03:16:07.235149 UTC,device_2844,60.203.178.146,AU,Melbourne,Region_AU_1,4.3338,18.319,1
txn_7623,user_391,11.5,2026-04-21 02:31:08.955273 UTC,device_1286,18.59.121.64,AU,Melbourne,Region_AU_1,69.4472,106.6761,0
txn_162,user_416,53.47,2026-04-16 02:03:05.904459 UTC,device_1925,202.38.62.195,AU,Brisbane,Region_AU_1,35.1189,-125.7165,0
txn_1561,user_416,8.27,2026-04-01 12:17:06.550489 UTC,device_2296,225.77.36.63,AU,Brisbane,Region_AU_1,-27.9719,118.6896,0
txn_4027,user_416,15.1,2026-03-31 14:26:07.750342 UTC,device_2064,179.252.118.201,AU,Sydney,Region_AU_1,59.8874,147.665,0
txn_8799,user_416,7.94,2026-04-11 16:41:09.340327 UTC,device_2969,78.211.6.88,AU,Brisbane,Region_AU_1,-33.2369,131.9975,0
txn_9851,user_416,73.5,2026-04-06 23:53:09.681588 UTC,device_755,2.202.218.208,AU,Melbourne,Region_AU_1,-45.0019,53.2162,1
txn_72,user_425,86.69,2026-04-03 20:33:05.866289 UTC,device_1831,10.216.146.18,AU,Brisbane,Region_AU_1,-68.9469,131.3715,1
txn_7308,user_425,47.24,2026-03-31 03:33:08.836485 UTC,device_333,149.58.19.103,AU,Melbourne,Region_AU_1,78.4406,-16.0389,0
txn_8380,user_425,4.04,2026-04-03 04:11:09.212316 UTC,device_943,254.214.117.97,AU,Brisbane,Region_AU_1,46.3029,-29.1256,0
txn_3697,user_427,19.42,2026-04-10 18:45:07.611665 UTC,device_2830,189.95.48.52,AU,Brisbane,Region_AU_1,25.7013,105.7103,0
txn_5733,user_427,50.5,2026-04-27 08:39:08.331384 UTC,device_2206,40.238.112.78,AU,Brisbane,Region_AU_1,-82.3101,78.9755,0
txn_5207,user_43,81.19,2026-04-18 21:04:08.160471 UTC,device_849,84.94.88.69,AU,Brisbane,Region_AU_1,61.6069,88.3956,0
txn_5854,user_43,25.32,2026-04-19 06:08:08.369014 UTC,device_1805,138.237.62.99,AU,Melbourne,Region_AU_1,-53.1385,-64.5126,0
txn_6178,user_43,27.84,2026-04-17 12:51:08.472188 UTC,device_1087,43.1.51.76,AU,Sydney,Region_AU_1,81.7139,54.4333,0
txn_7798,user_43,56.94,2026-04-28 11:40:09.011882 UTC,device_294,106.67.17.113,AU,Melbourne,Region_AU_1,83.7943,158.5282,0
txn_273,user_434,10.48,2026-04-23 05:24:05.951010 UTC,device_89,137.39.10.50,AU,Melbourne,Region_AU_1,84.7832,-100.9058,0
txn_1454,user_434,36.9,2026-04-10 23:02:06.503075 UTC,device_1590,213.92.104.155,AU,Sydney,Region_AU_1,76.611,-69.1917,0
txn_2407,user_434,34.48,2026-04-10 07:36:06.965913 UTC,device_2701,99.137.130.68,AU,Melbourne,Region_AU_1,-9.6942,96.4271,0
