user_id,account_age_days,country,is_compromised
user_165,407,AU,1
user_166,1598,IN,0
user_167,1752,CA,0
user_168,805,CA,0
user_169,99,DE,0
user_170,684,IN,1
user_171,1896,DE,0
user_172,726,UK,0
user_173,1571,IN,0
user_174,961,UK,0
user_175,1763,AU,0
user_176,613,DE,0
user_177,1967,UK,0
user_178,1486,IN,0
user_179,643,UK,1
user_180,1793,US,0
user_181,1029,US,0
user_182,1242,CA,0
user_183,503,DE,0
user_184,767,UK,0
user_185,398,AU,0
user_186,871,UK,0
user_187,795,DE,0
user_188,393,UK,0
user_189,207,CA,0
user_190,1039,DE,0
user_191,1882,US,0
user_192,1578,DE,0
user_193,892,CA,0
user_194,1485,DE,0
user_195,1715,US,0
user_196,1599,AU,0
user_197,864,US,0
user_198,743,AU,0
user_199,1265,US,0
user_200,564,IN,0
user_201,1021,DE,0
user_202,96,IN,0
user_203,1924,US,0
user_204,1758,CA,0
user_205,485,US,0
user_206,1431,IN,0
user_207,231,IN,0
user_208,749,CA,0
user_209,1679,UK,1
user_210,1195,US,0
user_211,541,CA,0
user_212,1060,UK,0
user_213,525,CA,0
user_214,1184,US,0
user_215,1863,US,0
user_216,1723,DE,0
user_217,1267,AU,0
user_218,1110,US,0
user_219,1820,US,0
user_220,578,AU,0
user_221,682,UK,0
user_222,557,AU,0
user_223,1598,IN,0
user_224,1977,US,0
user_225,1013,CA,0
user_226,646,CA,0
user_227,796,DE,0
user_228,1052,CA,0
user_229,1644,IN,0
user_230,1580,AU,0
user_231,1364,UK,0
user_232,1822,AU,0
user_233,1982,US,0
user_234,1355,AU,0
user_235,1664,AU,0
user_236,1530,AU,0
user_237,1372,CA,0
user_238,1497,CA,0
user_239,1255,UK,0
user_240,190,IN,0
user_241,1249,CA,0
user_242,1409,DE,0
user_243,1401,US,0
user_244,1307,IN,0
user_245,1982,AU,0
user_246,633,CA,0
user_247,628,DE,0
user_248,973,AU,0
user_249,1769,CA,1
user_250,1283,DE,0
user_251,1383,DE,0
user_252,710,CA,0
user_253,1480,UK,0
user_254,1435,UK,0
user_255,649,US,0
user_256,318,CA,0
user_257,1701,IN,0
user_258,1249,DE,0
user_259,1843,IN,0
user_260,1258,DE,0
user_261,684,AU,0
user_262,664,CA,0
user_263,1999,AU,0
user_264,1851,AU,0
user_265,1398,DE,0
user_266,1696,DE,0
user_267,1632,CA,0
user_268,1496,CA,0
user_269,1257,IN,0
user_270,1716,AU,0
user_271,1137,US,0
user_272,1854,UK,0
user_273,1521,IN,0
user_274,442,DE,1
user_275,564,UK,0
user_276,1292,AU,0
user_277,1534,UK,0
user_278,1831,CA,0
user_279,1410,AU,0
user_280,1411,IN,0
user_281,1137,US,0
user_282,1637,CA,0
user_283,1649,DE,0
user_284,952,DE,0
user_285,1105,DE,0
user_286,699,US,0
user_287,113,CA,0
user_288,2,DE,0
user_289,642,US,0
user_290,220,AU,0
user_291,1590,AU,0
user_292,855,US,0
user_293,1760,DE,0
user_294,1249,UK,0
user_295,385,AU,0
user_296,1427,DE,0
user_297,1662,IN,0
user_298,1154,IN,0
user_299,1077,AU,0
user_300,1708,CA,0
user_301,730,AU,0
user_302,1696,UK,0
user_303,1734,AU,0
user_304,1440,CA,0
user_305,247,US,0
user_306,836,AU,0
user_307,1463,AU,0
user_308,203,DE,0
user_309,1208,DE,0
user_310,123,IN,0
user_311,401,UK,0
user_312,767,UK,0
user_313,294,UK,0
user_314,280,UK,0
user_315,1861,US,0
user_316,884,UK,0
user_317,1634,UK,0
user_318,198,IN,0
user_319,982,US,0
user_320,1931,CA,0
user_321,1535,CA,0
user_322,752,DE,0
user_323,144,IN,0
user_324,609,UK,0
user_325,1225,UK,0
user_326,1148,US,0
user_327,187,US,0
user_328,1350,AU,0
user_329,464,IN,0
user_330,1373,US,0
user_331,1795,AU,0
user_332,660,CA,1
user_333,764,DE,0
user_334,955,IN,0
user_335,1956,DE,0
user_336,403,CA,0
user_337,1370,DE,0
user_338,1987,DE,0
user_339,1535,CA,0
user_340,147,CA,0
user_341,1172,DE,0
user_342,864,AU,0
user_343,1735,US,0
user_344,1844,US,0
user_345,489,IN,0
user_346,929,DE,0
user_347,1960,CA,0
user_348,1664,CA,0
user_349,551,US,0
user_350,338,IN,0
user_351,872,AU,0
user_352,641,DE,0
user_353,1803,AU,0
user_354,1977,DE,0
user_355,473,UK,0
user_356,1970,US,0
user_357,151,AU,0
user_358,1439,US,0
user_359,1322,US,0
user_360,1635,UK,0
user_361,263,AU,0
user_362,1788,DE,0
user_363,144,US,0
user_364,346,IN,1
user_365,624,CA,0
user_366,1017,IN,0
user_367,1596,AU,0
user_368,881,DE,0
user_369,2,DE,0
user_370,897,UK,0
user_371,1328,CA,0
user_372,254,UK,0
user_373,1676,CA,0
user_374,453,CA,0
user_375,1061,CA,0
user_376,1184,AU,0
user_377,1015,AU,0
user_378,9,CA,0
user_379,1257,IN,1
user_380,1123,AU,0
user_381,1683,DE,0
user_382,816,US,1
user_383,208,UK,0
user_384,1155,AU,0
user_385,404,IN,0
user_386,152,IN,0
user_387,54,DE,0
user_388,1144,AU,0
user_389,1697,UK,0
user_390,1944,DE,0
user_391,628,DE,0
user_392,587,AU,0
user_393,1649,DE,0
user_394,1992,US,0
user_395,1444,DE,0
user_396,1446,CA,0
user_397,104,CA,0
user_398,1876,UK,0
user_399,254,AU,0
user_400,1251,AU,0
user_401,1136,DE,0
user_402,510,IN,0
user_403,1497,CA,0
user_404,99,DE,0
user_405,153,DE,0
user_406,1885,IN,0
user_407,914,CA,1
user_408,1920,US,0
user_409,878,UK,0
user_410,338,DE,0
user_411,1730,UK,1
user_412,822,CA,0
user_413,1187,AU,0
user_414,1744,DE,0
user_415,957,IN,0
user_416,1705,AU,0
user_417,161,DE,0
user_418,1604,CA,0
user_419,801,AU,0
user_420,398,CA,0
user_421,1301,DE,0
user_422,816,UK,0
user_423,1940,US,0
user_424,1528,IN,0
user_425,1920,US,0
user_426,1416,DE,0
user_427,1159,US,0
user_428,1219,US,0
user_429,401,US,0
user_430,640,IN,0
user_431,1057,DE,0
user_432,688,AU,0
user_433,460,US,0
user_434,955,CA,0
user_435,1907,IN,0
user_436,470,DE,0
user_437,1399,CA,0
user_438,1046,UK,0
user_439,750,CA,0
user_440,1694,CA,0
user_441,38,AU,0
user_442,230,CA,0
user_443,1389,CA,0
user_444,563,DE,0
user_445,438,AU,0
user_446,1800,DE,0
user_447,1307,DE,0
user_448,27,IN,1
user_449,226,CA,0
user_450,1301,AU,0
user_451,798,CA,0
user_452,1633,DE,0
user_453,284,DE,0
user_454,879,DE,0
user_455,960,DE,0
user_456,1505,US,0
user_457,453,US,0
user_458,1020,DE,0
user_459,1853,CA,0
user_460,816,AU,1
user_461,659,US,0
user_462,1540,AU,0
user_463,547,UK,0
user_464,1216,IN,0
user_465,1073,UK,0
user_466,1536,UK,0
user_467,17,DE,0
user_468,1196,DE,1
user_469,1244,DE,0
user_470,158,IN,0
user_471,477,DE,0
user_472,1070,IN,0
user_473,1397,DE,0
user_474,518,UK,0
user_475,99,US,0
user_476,1916,CA,0
user_477,1769,DE,0
user_478,1061,DE,0
user_479,280,UK,0
user_480,1373,AU,0
user_481,497,DE,1
user_482,302,CA,0
user_483,181,CA,0
user_484,607,CA,0
user_485,1123,IN,0
user_486,700,AU,1
user_487,993,IN,0
user_488,1140,US,0
user_489,191,US,0
user_490,253,US,0
user_491,981,AU,1
user_492,928,US,0
user_493,1185,DE,0
user_494,1280,UK,0
user_495,1347,UK,0
user_496,128,DE,0
user_497,18,US,1
user_498,1817,CA,0
user_499,1759,US,0
user_500,566,IN,0
user_501,570,US,0
user_502,1347,DE,0
user_503,1896,UK,0
user_504,686,AU,0
user_505,1816,UK,1
user_506,626,AU,0
user_507,1312,UK,0
user_508,1967,UK,0
user_509,854,DE,0
user_510,1687,CA,0
user_511,962,CA,0
user_512,1663,US,0
user_513,155,AU,0
user_514,490,AU,0
user_515,1410,UK,0
user_516,785,CA,0
user_517,1128,AU,0
user_518,1953,IN,0
user_519,1417,CA,0
user_520,1835,UK,0
user_521,246,US,0
user_522,1200,DE,0
user_523,1063,US,0
user_524,1501,IN,0
user_525,1706,AU,0
user_526,759,AU,0
user_527,538,IN,0
user_528,1891,UK,0
user_529,1842,IN,0
user_530,921,CA,0
user_531,408,IN,0
user_532,525,US,0
user_533,828,AU,0
user_534,1530,US,0
user_535,903,US,0
user_536,1849,DE,0
user_537,36,IN,0
user_538,685,CA,1
user_539,20,CA,0
user_540,321,UK,0
user_541,1800,AU,0
user_542,512,AU,0
user_543,400,IN,0
user_544,654,US,0
user_545,972,AU,0
user_546,1907,AU,0
user_547,471,US,0
user_548,1167,IN,0
user_549,1116,DE,0
user_550,1378,CA,0
user_551,834,IN,0
user_552,1824,CA,0
user_553,727,CA,0
user_554,1983,CA,0
user_555,854,US,0
user_556,51,DE,0
user_557,1689,IN,0
user_558,1722,IN,0
user_559,575,AU,0
user_560,1214,CA,0
user_561,1149,CA,0
user_562,150,IN,0
user_563,314,DE,0
user_564,570,US,0
user_565,1366,DE,0
user_566,305,US,0
user_567,1716,AU,0
user_568,682,CA,1
user_569,838,IN,0
user_570,1807,AU,0
user_571,1078,UK,0
user_572,1003,IN,1
user_573,444,US,0
user_574,613,DE,0
user_575,993,DE,0
user_576,264,CA,1
user_577,1077,US,0
user_578,1596,DE,0
user_579,1004,CA,0
user_580,1644,UK,0
user_581,5,US,0
user_582,1127,AU,0
user_583,1220,IN,0
user_584,774,IN,0
user_585,877,UK,0
user_586,992,CA,0
user_587,884,DE,1
user_588,1374,CA,0
user_589,47,AU,0
user_590,867,CA,0
user_591,823,DE,0
user_592,936,CA,0
user_593,1844,DE,0
user_594,656,US,0
user_595,269,US,0
user_596,370,US,0
user_597,636,UK,0
user_598,1130,DE,1
user_599,1694,AU,0
user_600,1683,CA,0
user_601,657,AU,0
user_602,120,US,0
user_603,831,IN,0
user_604,1811,IN,0
user_605,1628,UK,0
user_606,1082,UK,0
user_607,1975,CA,0
user_608,1370,CA,0
user_609,741,IN,0
user_610,1498,IN,0
user_611,117,DE,0
user_612,1854,US,0
user_613,791,AU,0
user_614,1151,US,0
user_615,1417,IN,0
user_616,1932,CA,0
user_617,1013,AU,0
user_618,1665,IN,0
user_619,1082,CA,0
user_620,634,CA,0
user_621,513,US,0
user_622,1775,UK,1
user_623,802,AU,0
user_624,1120,IN,0
user_625,1662,US,1
user_626,1142,AU,0
user_627,560,CA,0
user_628,1625,IN,0
user_629,488,UK,0
user_630,1261,AU,0
user_631,1909,IN,0
user_632,897,CA,0
user_633,1296,AU,0
user_634,1213,DE,0
user_635,704,IN,0
user_636,1471,IN,0
user_637,581,DE,0
user_638,790,DE,0
user_639,861,CA,0
user_640,247,US,0
user_641,1987,IN,0
user_642,1100,AU,0
user_643,154,IN,0
user_644,1680,AU,0
user_645,1459,AU,0
user_646,997,AU,0
user_647,1110,IN,1
user_648,697,CA,0
user_649,1309,IN,0
user_650,1998,IN,0
user_651,1244,AU,0
user_652,1093,DE,0
user_653,1071,AU,0
user_654,1009,US,0
user_655,94,IN,0
user_656,1774,AU,0
user_657,958,AU,0
user_658,1012,DE,0
user_659,453,UK,0
user_660,1228,AU,0
user_661,912,US,0
user_662,218,IN,0
user_663,474,UK,0
user_664,432,AU,0
user_665,341,AU,0
user_666,551,UK,0
user_667,1636,UK,0
user_668,1313,DE,0
user_669,1278,CA,0
user_670,1758,UK,0
user_671,357,UK,0
user_672,23,IN,0
user_673,1786,UK,0
user_674,522,CA,0
user_675,1782,DE,0
user_676,1861,CA,0
user_677,1124,AU,0
user_678,802,DE,0
user_679,1204,UK,0
user_680,1247,CA,0
user_681,1930,IN,0
user_682,762,US,0
user_683,1683,IN,0
user_684,442,AU,0
user_685,1632,IN,1
user_686,769,IN,0
user_687,1016,AU,0
user_688,1349,IN,0
user_689,516,IN,0
user_690,1040,UK,0
user_691,792,UK,0
user_692,336,CA,0
user_693,1783,US,0
user_694,258,AU,0
user_695,497,US,0
user_696,896,AU,0
user_697,160,US,0
user_698,1499,UK,0
user_699,852,DE,0
user_700,1688,IN,0
user_701,1932,CA,0
user_702,690,US,0
user_703,1699,IN,0
user_704,380,DE,0
user_705,1569,AU,0
user_706,1953,DE,0
user_707,957,DE,0
user_708,691,AU,0
user_709,1451,IN,0
user_710,1637,UK,1
user_711,1292,AU,0
user_712,1859,CA,0
user_713,1601,CA,0
user_714,1441,IN,0
user_715,1192,DE,1
user_716,1866,AU,0
user_717,1067,UK,0
user_718,1580,AU,0
user_719,285,AU,0
user_720,397,DE,0
user_721,12,CA,0
user_722,1631,UK,0
user_723,1326,CA,0
user_724,1922,AU,0
user_725,1277,DE,0
user_726,499,DE,0
user_727,754,US,0
user_728,35,IN,0
user_729,727,AU,0
user_730,849,AU,0
user_731,90,UK,0
user_732,776,CA,0
user_733,605,US,0
user_734,1946,IN,0
user_735,970,AU,0
user_736,1626,IN,0
user_737,1022,US,0
user_738,418,UK,1
user_739,115,UK,0
user_740,617,CA,0
user_741,1927,CA,0
user_742,1220,UK,0
user_743,826,AU,0
user_744,1525,IN,0
user_745,1650,DE,0
user_746,1517,US,0
user_747,1099,IN,0
user_748,413,US,0
user_749,1400,US,0
user_750,1444,CA,0
user_751,729,US,0
user_752,1301,DE,1
user_753,1021,CA,0
user_754,761,DE,0
user_755,676,US,0
user_756,1418,UK,0
user_757,1893,UK,1
user_758,457,CA,0
user_759,920,DE,0
user_760,192,UK,0
user_761,739,IN,1
user_762,1713,CA,0
user_763,1123,IN,0
user_764,1572,IN,0
user_765,978,AU,0
user_766,1009,US,0
user_767,96,UK,0
user_768,1688,DE,0
user_769,663,IN,0
user_770,1214,CA,0
user_771,1760,DE,0
user_772,37,UK,0
user_773,1804,IN,0
user_774,1393,US,0
user_775,1719,CA,0
user_776,1549,UK,0
user_777,279,US,0
user_778,217,CA,0
user_779,867,DE,0
user_780,873,DE,0
user_781,1822,CA,1
user_782,1297,AU,0
user_783,1905,IN,0
user_784,62,CA,0
user_785,596,UK,0
user_786,1904,UK,0
user_787,729,DE,1
user_788,1366,US,0
user_789,397,AU,0
user_790,699,CA,0
user_791,1043,CA,0
user_792,177,US,0
user_793,1636,IN,0
user_794,396,US,0
user_795,445,AU,0
user_796,1257,US,0
user_797,1939,DE,0
user_798,76,CA,0
user_799,265,AU,0
user_800,455,DE,0
user_801,1820,CA,0
user_802,718,UK,0
user_803,735,AU,0
user_804,1408,AU,0
user_805,1588,UK,0
user_806,851,UK,0
user_807,1530,US,0
user_808,1391,US,0
user_809,144,US,0
user_810,885,AU,0
user_811,1093,CA,0
user_812,1123,UK,0
user_813,396,DE,0
user_814,1049,CA,0
user_815,948,CA,0
user_816,891,DE,0
user_817,1493,CA,0
user_818,1508,CA,0
user_819,1589,IN,0
user_820,1175,US,0
user_821,1168,DE,0
user_822,569,US,0
user_823,1063,AU,0
user_824,109,IN,0
user_825,1717,IN,0
user_826,1066,US,0
user_827,1210,DE,0
user_828,935,DE,0
user_829,398,UK,0
user_830,1247,IN,0
user_831,634,DE,0
user_832,1157,IN,1
user_833,1187,DE,0
user_834,1239,US,0
user_835,733,IN,0
user_836,235,US,0
user_837,1867,AU,0
user_838,658,CA,0
user_839,751,IN,0
user_840,588,DE,0
user_841,1033,US,0
user_842,1098,IN,0
user_843,954,DE,0
user_844,492,CA,0
user_845,913,US,0
user_846,1277,DE,0
user_847,1254,DE,0
user_848,1543,CA,1
user_849,1198,US,0
user_850,1677,UK,0
user_851,1192,US,0
user_852,170,CA,0
user_853,1417,DE,0
user_854,946,DE,0
user_855,795,US,0
user_856,634,DE,0
user_857,1218,IN,0
user_858,1541,UK,0
user_859,29,UK,0
user_860,1189,US,0
user_861,1446,IN,0
user_862,339,UK,0
user_863,1672,US,0
user_864,1520,AU,0
user_865,1389,DE,0
user_866,1857,CA,0
user_867,1366,AU,0
user_868,500,AU,0
user_869,1681,US,0
user_870,511,DE,0
user_871,1351,IN,0
user_872,217,UK,0
user_873,1325,AU,0
user_874,1156,US,0
user_875,1828,CA,0
user_876,1094,UK,0
user_877,1276,AU,0
user_878,1439,DE,0
user_879,1811,CA,0
user_880,445,IN,0
user_881,876,UK,0
user_882,1206,IN,0
user_883,167,UK,0
user_884,91,AU,0
user_885,714,UK,0
user_886,1882,DE,0
user_887,1555,IN,0
user_888,39,CA,0
user_889,1150,CA,0
user_890,1475,IN,0
user_891,173,CA,0
user_892,653,AU,0
user_893,754,DE,0
user_894,1244,AU,0
user_895,1662,CA,0
user_896,1082,IN,0
user_897,1684,DE,0
user_898,476,CA,0
user_899,456,US,0
user_900,829,US,0
user_901,895,IN,0
user_902,1385,AU,1
user_903,1959,US,0
user_904,1025,US,0
user_905,387,AU,0
user_906,1997,UK,0
user_907,348,CA,0
user_908,190,UK,0
user_909,505,AU,0
user_910,1215,US,0
user_911,1532,IN,0
user_912,1393,CA,0
user_913,1433,UK,0
user_914,824,US,0
user_915,929,IN,0
user_916,934,DE,0
user_917,1141,US,0
user_918,134,IN,1
user_919,58,CA,0
user_920,1580,DE,0
user_921,685,AU,0
user_922,672,AU,0
user_923,173,AU,0
user_924,1853,UK,0
user_925,815,AU,0
user_926,1173,UK,0
user_927,80,DE,0
user_928,886,IN,0
user_929,1237,US,0
user_930,203,CA,0
user_931,764,UK,0
user_932,1253,CA,0
user_933,1700,AU,0
user_934,1251,IN,1
user_935,1683,UK,0
user_936,1556,DE,0
user_937,1465,DE,1
user_938,1426,CA,0
user_939,47,IN,0
user_940,1257,IN,0
user_941,1329,DE,0
user_942,1550,CA,0
user_943,1167,DE,0
user_944,1439,AU,0
user_945,1537,US,0
user_946,1397,AU,0
user_947,1590,US,0
user_948,1910,DE,0
user_949,1283,DE,0
user_950,656,IN,0
user_951,471,DE,0
user_952,1977,CA,0
user_953,971,IN,0
user_954,1036,DE,0
user_955,1354,AU,0
user_956,736,DE,0
user_957,784,UK,1
user_958,968,AU,0
user_959,358,CA,0
user_960,972,UK,0
user_961,1432,IN,0
user_962,668,IN,0
user_963,373,US,0
user_964,1032,UK,0
user_965,1146,US,0
user_966,1372,IN,0
user_967,676,US,0
user_968,90,UK,0
user_969,1672,UK,0
user_970,698,CA,0
user_971,1340,US,0
user_972,1202,CA,0
user_973,540,CA,0
user_974,732,IN,0
user_975,869,DE,0
user_976,41,AU,0
user_977,740,UK,0
user_978,1728,AU,0
user_979,1947,DE,0
user_980,502,IN,0
user_981,959,CA,0
user_982,1169,CA,0
user_983,1225,CA,0
user_984,929,US,0
user_985,1748,CA,0
user_986,461,US,0
user_987,732,AU,0
user_988,752,UK,0
user_989,925,IN,1
user_990,909,AU,0
user_991,1582,CA,0
user_992,1571,CA,0
user_993,1277,CA,0
user_994,390,DE,0
user_995,1618,US,0
user_996,883,DE,0
user_997,256,IN,0
user_998,709,DE,0
user_999,1839,AU,0
