transaction_id,user_id,amount,timestamp,device_id,ip_address,is_fraud,hour,day_of_week,avg_amount,max_amount,total_transactions,distinct_devices,distinct_ips,risk_score,decision
txn_16,user_147,101.18,2026-04-17 10:22:35.124096,device_94,213.255.244.149,0,10,4,44.06727272727273,130.67,11,11,11,0.18,approve
txn_17,user_611,110.03,2026-04-23 18:53:35.124478,device_211,242.162.64.146,1,18,3,59.9,117.22,10,10,10,0.63,review
txn_18,user_759,38.52,2026-03-29 22:01:35.124850,device_193,199.143.245.99,0,22,6,29.537499999999998,87.43,12,12,12,0.0,approve
txn_19,user_844,8.58,2026-04-16 08:11:35.125315,device_1799,198.94.43.107,0,8,3,23.435714285714283,102.8,7,7,7,0.03,approve
txn_20,user_42,35.33,2026-04-06 15:41:35.125682,device_347,102.156.83.205,0,15,0,72.62545454545455,233.77,11,11,11,0.0,approve
txn_21,user_588,16.54,2026-04-12 08:00:35.126134,device_781,132.177.127.10,0,8,6,39.711,124.96,10,10,10,0.01,approve
txn_22,user_380,118.36,2026-04-15 16:31:35.126525,device_1989,14.13.63.156,0,16,2,40.79785714285714,118.36,14,14,14,0.04,approve
txn_23,user_961,3.48,2026-03-30 02:03:35.126880,device_1046,93.104.33.62,0,2,0,49.14818181818182,356.96,11,11,11,0.03,approve
txn_24,user_351,51.64,2026-04-09 13:49:35.127293,device_474,199.106.95.149,0,13,3,56.652857142857144,124.92,7,7,7,0.0,approve
txn_25,user_552,75.52,2026-04-08 16:02:35.127666,device_1112,218.177.41.149,0,16,2,49.40857142857143,124.66,7,7,7,0.02,approve
txn_26,user_919,71.47,2026-04-03 09:45:35.128085,device_2104,250.150.174.39,0,9,4,51.195,111.43,14,14,14,0.0,approve
txn_27,user_135,45.63,2026-03-31 08:44:35.128471,device_726,29.50.131.73,0,8,1,56.44125,116.1,8,8,8,0.01,approve
txn_28,user_539,21.62,2026-03-30 18:45:35.128830,device_2868,70.183.71.83,0,18,0,53.70933333333333,251.26,15,15,15,0.02,approve
txn_29,user_39,98.86,2026-04-03 03:29:35.129452,device_252,104.116.15.118,0,3,4,48.21454545454546,187.55,11,11,11,0.08,approve
txn_30,user_165,5.64,2026-04-02 01:42:35.129920,device_667,122.139.110.242,1,1,3,88.22142857142856,306.81,14,14,14,0.65,review
txn_31,user_813,44.9,2026-04-01 10:16:35.130463,device_2783,89.177.148.35,0,10,2,56.870000000000005,142.9,14,14,14,0.02,approve
txn_32,user_60,9.74,2026-04-15 13:04:35.130846,device_880,38.170.97.49,0,13,2,49.512,150.06,10,10,10,0.03,approve
txn_33,user_69,21.84,2026-04-24 01:45:35.131283,device_283,210.217.152.2,0,1,4,27.597,60.6,10,10,10,0.0,approve
txn_34,user_153,43.77,2026-04-02 03:32:35.131659,device_1239,49.47.20.189,0,3,3,62.385000000000005,144.11,8,8,8,0.0,approve
txn_35,user_252,53.78,2026-04-01 23:05:35.132058,device_943,142.98.7.82,0,23,2,53.57454545454545,207.31,11,11,11,0.03,approve
txn_36,user_857,33.51,2026-04-18 19:43:35.132459,device_1573,62.223.21.235,0,19,5,47.95928571428572,142.06,14,14,14,0.01,approve
txn_37,user_452,29.67,2026-04-15 09:39:35.132818,device_1027,169.115.68.161,0,9,2,101.16909090909093,267.64,11,11,11,0.0,approve
txn_38,user_217,55.09,2026-04-10 06:03:35.133242,device_898,29.37.173.67,0,6,4,82.88384615384615,281.21,13,13,13,0.04,approve
txn_39,user_44,9.12,2026-03-29 17:46:35.133617,device_1799,159.7.29.235,0,17,6,49.674285714285716,131.49,14,14,14,0.05,approve
txn_40,user_270,11.11,2026-03-29 14:47:35.133998,device_2148,237.74.232.5,1,14,6,98.24181818181819,279.94,11,11,11,0.63,review
txn_41,user_373,155.65,2026-04-16 09:46:35.134411,device_1251,170.51.231.156,0,9,3,92.38636363636364,390.33,11,11,11,0.06,approve
txn_42,user_481,22.51,2026-04-04 15:28:35.134772,device_1449,113.108.154.59,1,15,5,72.62454545454545,281.52,11,11,11,0.68,review
txn_43,user_450,25.74,2026-04-10 20:54:35.135266,device_1824,60.77.107.255,0,20,4,75.91545454545454,211.45,11,11,11,0.07,approve
txn_44,user_176,14.79,2026-04-04 17:31:35.135630,device_1090,191.212.181.57,0,17,5,52.13875,256.16,8,8,8,0.0,approve
txn_45,user_299,77.4,2026-04-10 08:37:35.136011,device_2932,193.88.192.230,0,8,4,61.38333333333334,236.61,9,9,9,0.13,approve
txn_46,user_921,20.57,2026-04-08 13:32:35.136420,device_256,212.154.204.114,0,13,2,59.917692307692306,145.34,13,13,13,0.01,approve
txn_47,user_456,35.14,2026-03-29 03:56:35.136790,device_2842,31.191.81.214,0,3,6,74.52727272727272,247.48,11,11,11,0.03,approve
txn_48,user_237,15.31,2026-04-25 20:33:35.137185,device_71,129.209.202.65,0,20,5,51.696666666666665,124.02,9,9,9,0.03,approve
txn_49,user_125,33.35,2026-03-29 08:37:35.137566,device_889,252.175.96.16,0,8,6,54.034285714285716,163.26,14,14,14,0.0,approve
txn_50,user_520,194.69,2026-04-02 00:20:35.137947,device_1212,17.215.217.89,0,0,3,76.9309090909091,289.67,11,11,11,0.14,approve
txn_51,user_800,70.54,2026-04-08 22:26:35.138365,device_2508,41.233.227.194,1,22,2,108.31181818181818,523.97,11,11,11,0.71,block
txn_52,user_601,6.62,2026-04-19 13:54:35.138741,device_482,208.68.222.254,0,13,6,51.61636363636364,136.5,11,11,11,0.22,approve
txn_53,user_746,8.13,2026-04-04 23:07:35.139141,device_591,12.39.253.27,0,23,5,46.58583333333333,165.32,12,12,12,0.02,approve
txn_54,user_530,32.95,2026-04-11 14:02:35.139510,device_1458,40.214.54.92,0,14,5,64.68375,312.7,16,16,16,0.02,approve
txn_55,user_546,58.84,2026-04-27 18:45:35.139878,device_712,140.61.162.166,0,18,0,46.4675,108.44,12,12,12,0.03,approve
txn_56,user_71,28.71,2026-04-28 05:55:35.140270,device_2796,70.121.200.213,0,5,1,60.25571428571429,157.69,7,7,7,0.01,approve
txn_57,user_663,17.54,2026-04-12 12:11:35.140638,device_111,144.202.105.187,0,12,6,34.41416666666667,83.92,12,12,12,0.0,approve
txn_58,user_102,65.06,2026-04-19 04:16:35.141016,device_2456,96.227.101.19,0,4,6,38.717777777777776,106.06,9,9,9,0.07,approve
txn_59,user_86,17.75,2026-04-15 10:30:35.141413,device_2028,39.35.107.189,1,10,2,52.770833333333336,265.55,12,12,12,0.6,review
txn_60,user_210,3.22,2026-03-29 16:15:35.141875,device_2741,39.177.4.206,0,16,6,41.113125,202.89,16,16,16,0.05,approve
txn_61,user_207,51.46,2026-03-30 17:55:35.142265,device_1366,242.130.67.240,0,17,0,58.589999999999996,187.64,12,12,12,0.09,approve
txn_62,user_440,32.86,2026-04-27 21:16:35.142623,device_1322,189.170.127.28,0,21,0,44.025999999999996,70.45,10,10,10,0.02,approve
txn_63,user_62,0.97,2026-04-23 00:04:35.142999,device_862,114.136.39.73,0,0,3,83.49888888888889,407.35,9,9,9,0.01,approve
txn_64,user_915,71.76,2026-04-02 10:05:35.143387,device_299,179.61.140.227,0,10,3,50.60857142857143,119.49,7,7,7,0.06,approve
txn_65,user_8,45.26,2026-04-22 13:40:35.143742,device_365,65.187.171.4,0,13,2,114.059,504.66,10,10,10,0.1,approve
txn_66,user_977,66.51,2026-04-09 00:52:35.144203,device_2116,199.173.187.24,0,0,3,42.34,137.19,9,9,9,0.02,approve
txn_67,user_110,0.01,2026-04-14 19:15:35.144587,device_2885,101.253.150.27,1,19,1,53.349230769230765,134.71,13,13,13,0.66,review
txn_68,user_235,28.38,2026-04-20 05:05:35.145048,device_2218,245.89.12.126,0,5,0,39.11222222222222,120.4,9,9,9,0.03,approve
txn_69,user_236,71.33,2026-04-03 03:46:35.145429,device_2576,75.90.198.122,0,3,4,104.0075,200.84,4,4,4,0.0,approve
txn_70,user_599,68.87,2026-03-28 23:51:35.145794,device_803,85.190.222.88,0,23,5,34.69625,87.22,8,8,8,0.05,approve
txn_71,user_964,1.87,2026-04-20 19:06:35.146194,device_2807,246.38.166.129,0,19,0,23.432222222222222,64.37,9,9,9,0.05,approve
txn_72,user_287,30.6,2026-03-30 13:25:35.146566,device_1060,3.171.32.192,0,13,0,49.652,114.0,10,10,10,0.13,approve
txn_73,user_690,91.3,2026-04-21 01:43:35.146935,device_659,55.89.210.95,0,1,1,41.58857142857143,91.3,7,7,7,0.06,approve
txn_74,user_989,2.68,2026-04-21 19:12:35.147377,device_2613,166.219.122.162,0,19,1,45.19875,174.79,8,8,8,0.0,approve
txn_75,user_409,75.69,2026-04-13 12:36:35.147798,device_677,115.9.104.100,0,12,0,29.959166666666665,85.05,12,12,12,0.0,approve
txn_76,user_139,30.69,2026-04-09 07:40:35.148195,device_1307,161.31.167.35,0,7,3,48.098,129.09,10,10,10,0.01,approve
txn_77,user_366,25.02,2026-04-12 10:48:35.148559,device_1321,247.64.206.250,0,10,6,63.058461538461536,165.12,13,13,13,0.01,approve
txn_78,user_873,28.72,2026-03-29 11:38:35.148921,device_2398,141.15.230.51,0,11,6,38.612,74.57,10,10,10,0.01,approve
txn_79,user_177,174.54,2026-04-08 10:09:35.149303,device_1965,86.158.194.244,0,10,2,63.552499999999995,174.54,4,4,4,0.02,approve
txn_80,user_160,29.21,2026-04-08 04:38:35.149661,device_2796,224.194.127.50,0,4,2,43.43272727272727,111.41,11,11,11,0.04,approve
txn_81,user_331,35.02,2026-04-27 13:03:35.150070,device_1704,79.77.11.57,0,13,0,62.651250000000005,309.73,16,16,16,0.0,approve
txn_82,user_936,60.22,2026-04-20 00:51:35.150449,device_1432,139.49.157.109,0,0,0,58.70444444444445,107.13,9,9,9,0.16,approve
txn_83,user_813,89.79,2026-04-27 18:32:35.150800,device_725,74.42.14.155,0,18,0,56.870000000000005,142.9,14,14,14,0.06,approve
txn_84,user_350,8.95,2026-04-05 02:26:35.151220,device_2391,200.207.119.74,0,2,6,35.372499999999995,118.55,12,12,12,0.02,approve
txn_85,user_729,4.14,2026-04-21 11:55:35.151581,device_1498,136.42.136.81,0,11,1,64.10625,347.22,8,8,8,0.02,approve
txn_86,user_240,5.25,2026-03-29 07:01:35.151945,device_1637,61.58.194.116,0,7,6,50.18714285714286,163.27,7,7,7,0.01,approve
txn_87,user_153,13.72,2026-04-28 07:11:35.152329,device_2993,240.202.240.111,0,7,1,62.385000000000005,144.11,8,8,8,0.03,approve
txn_88,user_102,106.06,2026-04-11 19:13:35.152698,device_1578,9.7.254.208,0,19,5,38.717777777777776,106.06,9,9,9,0.04,approve
txn_89,user_93,79.89,2026-03-28 21:08:35.153108,device_2245,95.49.84.240,0,21,5,35.91888888888889,79.89,9,9,9,0.02,approve
txn_90,user_360,25.18,2026-04-20 23:07:35.153492,device_2522,16.239.36.96,0,23,0,36.26166666666666,149.87,12,12,12,0.01,approve
txn_91,user_672,95.59,2026-04-12 08:11:35.153864,device_258,197.229.133.154,0,8,6,89.69500000000001,368.66,8,8,8,0.02,approve
txn_92,user_811,7.16,2026-04-15 14:41:35.154254,device_2913,205.142.171.184,0,14,2,68.943,194.45,10,10,10,0.03,approve
txn_93,user_710,346.48,2026-04-24 01:49:35.154611,device_824,242.69.89.205,1,1,4,167.78714285714287,450.76,7,7,7,0.88,block
txn_94,user_296,25.9,2026-04-20 08:34:35.155070,device_1746,207.206.132.208,0,8,0,34.646,61.78,5,5,5,0.02,approve
txn_95,user_675,2.06,2026-04-15 20:34:35.155440,device_610,179.31.165.255,0,20,2,32.73461538461538,71.13,13,12,13,0.0,approve
txn_96,user_781,17.56,2026-04-10 02:58:35.155804,device_1057,102.44.86.94,0,2,4,48.941538461538464,193.03,13,13,13,0.01,approve
txn_97,user_518,28.27,2026-04-11 21:58:35.156262,device_2660,233.141.175.166,0,21,5,41.214999999999996,103.47,14,14,14,0.0,approve
txn_98,user_271,47.26,2026-04-16 16:51:35.156618,device_2695,66.157.252.58,0,16,3,93.705,197.21,12,12,12,0.03,approve
txn_99,user_763,108.32,2026-04-19 21:52:35.157175,device_1382,50.169.143.33,0,21,6,40.21,108.32,4,4,4,0.07,approve
txn_100,user_736,57.88,2026-04-12 16:59:35.157589,device_1601,117.18.169.92,0,16,6,44.278333333333336,77.23,6,6,6,0.12,approve
txn_101,user_549,21.38,2026-04-27 09:59:35.157979,device_227,22.18.210.187,0,9,0,71.53461538461538,315.59,13,13,13,0.01,approve
txn_102,user_78,138.38,2026-04-15 10:25:35.158372,device_1286,211.109.216.209,0,10,2,75.52375,138.38,8,8,8,0.18,approve
txn_103,user_138,58.9,2026-04-21 02:13:35.158742,device_933,110.228.99.221,0,2,1,43.44166666666666,101.9,12,12,12,0.06,approve
txn_104,user_585,18.81,2026-04-11 22:51:35.159143,device_32,182.118.177.109,0,22,5,54.39666666666667,240.04,12,12,12,0.0,approve
txn_105,user_116,87.06,2026-04-15 21:27:35.159513,device_2259,159.34.38.106,0,21,2,69.055,149.65,8,8,8,0.01,approve
txn_106,user_705,38.69,2026-03-31 07:21:35.159883,device_329,23.148.6.31,0,7,1,36.815,101.61,14,14,14,0.01,approve
txn_107,user_304,16.96,2026-04-27 15:07:35.160276,device_1370,201.236.49.154,0,15,0,50.7175,132.96,8,8,8,0.03,approve
txn_108,user_546,22.35,2026-04-12 12:23:35.160633,device_2353,206.135.16.58,1,12,6,46.4675,108.44,12,12,12,0.06,approve
txn_109,user_275,13.99,2026-04-27 14:09:35.161029,device_2718,188.109.95.120,0,14,0,54.47222222222222,140.58,9,9,9,0.05,approve
txn_110,user_973,13.58,2026-04-16 21:10:35.161423,device_1962,160.4.152.5,0,21,3,48.61000000000001,112.63,11,11,11,0.01,approve
txn_111,user_250,167.38,2026-04-04 05:27:35.161780,device_226,189.82.177.207,0,5,5,71.113,180.77,10,10,10,0.08,approve
txn_112,user_199,25.17,2026-04-02 18:52:35.162166,device_518,103.117.249.35,0,18,3,58.760555555555555,156.97,18,18,18,0.0,approve
txn_113,user_968,229.46,2026-03-29 17:12:35.162540,device_2075,213.164.212.210,0,17,6,73.45222222222223,229.46,9,9,9,0.05,approve
txn_114,user_12,13.33,2026-04-06 07:46:35.162900,device_2804,45.79.87.84,0,7,0,30.44272727272727,132.91,11,11,11,0.04,approve
txn_115,user_199,50.95,2026-04-10 04:15:35.163294,device_2467,211.239.159.187,0,4,4,58.760555555555555,156.97,18,18,18,0.03,approve
txn_116,user_152,39.72,2026-03-30 20:31:35.163661,device_737,244.174.106.90,0,20,0,32.38333333333333,61.81,9,9,9,0.0,approve
txn_117,user_807,1.35,2026-04-03 14:46:35.164026,device_539,205.67.92.56,0,14,4,32.668,108.65,10,10,10,0.0,approve
txn_118,user_320,10.12,2026-03-30 20:49:35.164412,device_2128,95.222.57.18,0,20,0,40.690909090909095,117.16,11,11,11,0.01,approve
txn_119,user_855,136.35,2026-04-21 13:55:35.164776,device_742,6.70.5.12,1,13,1,84.45142857142856,155.21,7,7,7,0.18,approve
txn_120,user_138,22.38,2026-04-11 13:37:35.165194,device_2532,22.230.80.43,0,13,5,43.44166666666666,101.9,12,12,12,0.02,approve
txn_121,user_922,14.9,2026-04-18 08:14:35.165555,device_208,152.84.92.107,0,8,5,35.018181818181816,72.31,11,11,11,0.01,approve
txn_122,user_726,3.33,2026-04-26 07:45:35.165950,device_428,255.61.96.103,0,7,6,33.43111111111111,79.38,9,9,9,0.0,approve
txn_123,user_204,46.11,2026-04-13 11:35:35.166365,device_96,3.131.219.135,0,11,0,50.727,121.83,10,10,10,0.01,approve
txn_124,user_548,63.02,2026-04-12 16:15:35.166844,device_1291,24.255.6.178,0,16,6,110.68200000000002,263.41,10,10,10,0.03,approve
txn_125,user_41,13.34,2026-04-25 14:37:35.168420,device_2392,55.232.10.221,0,14,5,39.088,102.12,10,10,10,0.01,approve
txn_126,user_686,93.11,2026-04-25 06:57:35.168864,device_2334,188.19.180.17,1,6,5,39.18625,93.11,8,8,8,0.04,approve
txn_127,user_175,33.45,2026-04-03 19:29:35.169301,device_901,251.114.240.113,0,19,4,42.16235294117647,102.4,17,17,17,0.01,approve
txn_128,user_745,88.7,2026-04-27 01:15:35.169685,device_2468,30.17.192.79,0,1,0,63.263999999999996,155.13,10,10,10,0.04,approve
txn_129,user_114,42.93,2026-04-27 09:11:35.170132,device_2590,155.184.251.131,0,9,0,68.60166666666667,202.04,12,12,12,0.01,approve
txn_130,user_352,24.75,2026-04-24 01:36:35.170514,device_2766,128.249.27.1,0,1,4,56.190000000000005,113.07,9,9,9,0.09,approve
txn_131,user_966,47.91,2026-03-29 10:08:35.170893,device_2447,173.11.90.39,0,10,6,66.7875,172.05,8,8,8,0.06,approve
txn_132,user_103,150.37,2026-04-26 12:47:35.171328,device_109,201.221.185.71,0,12,6,56.276363636363634,150.37,11,11,11,0.05,approve
txn_133,user_740,31.19,2026-04-25 09:47:35.171728,device_254,7.149.220.49,0,9,5,43.87375,66.06,8,8,8,0.01,approve
txn_134,user_369,70.63,2026-04-07 13:37:35.172132,device_2932,1.43.181.213,0,13,1,55.443333333333335,272.48,12,12,12,0.04,approve
txn_135,user_731,26.43,2026-04-07 16:38:35.172513,device_1512,227.84.85.145,0,16,1,24.1175,29.04,4,4,4,0.01,approve
txn_136,user_887,62.21,2026-04-11 06:04:35.172880,device_1651,118.194.33.114,0,6,5,50.13125,132.74,8,8,8,0.07,approve
txn_137,user_231,2.1,2026-04-19 01:53:35.173279,device_968,7.62.31.43,0,1,6,49.41111111111112,224.87,9,9,9,0.0,approve
txn_138,user_267,29.55,2026-04-14 07:37:35.173643,device_418,104.134.223.75,0,7,1,31.217777777777783,64.96,9,9,9,0.01,approve
txn_139,user_435,90.22,2026-04-26 07:38:35.174009,device_121,97.68.239.124,0,7,6,49.629999999999995,90.22,8,8,8,0.06,approve
txn_140,user_73,11.99,2026-04-20 16:09:35.174406,device_1146,17.65.80.58,0,16,0,39.46384615384615,111.06,13,13,13,0.01,approve
txn_141,user_8,35.0,2026-04-27 23:36:35.174760,device_1595,161.63.199.32,0,23,0,114.059,504.66,10,10,10,0.07,approve
txn_142,user_832,336.81,2026-04-27 21:04:35.175244,device_2472,67.124.42.174,1,21,0,97.39714285714285,336.81,14,14,14,0.93,block
txn_143,user_983,93.25,2026-04-07 09:42:35.175690,device_2370,36.167.9.88,0,9,1,90.09,289.35,8,8,8,0.25,approve
txn_144,user_389,89.17,2026-03-29 00:45:35.177163,device_2579,118.161.254.111,0,0,6,50.26727272727273,107.93,11,10,11,0.03,approve
txn_145,user_76,95.97,2026-04-01 19:56:35.177601,device_2662,89.134.216.93,0,19,2,40.271428571428565,95.97,7,7,7,0.08,approve
txn_146,user_425,54.79,2026-04-18 18:04:35.178089,device_2014,50.235.65.163,0,18,5,99.001,450.3,10,10,10,0.26,approve
txn_147,user_68,67.6,2026-04-04 22:54:35.178535,device_1745,50.79.69.176,0,22,5,43.86416666666667,161.17,12,12,12,0.02,approve
txn_148,user_225,52.65,2026-04-17 18:57:35.178944,device_821,218.164.229.9,0,18,4,75.78666666666666,339.84,15,15,15,0.03,approve
txn_149,user_996,3.94,2026-04-16 02:33:35.180473,device_2774,30.129.46.191,0,2,3,40.348333333333336,118.96,12,12,12,0.02,approve
txn_150,user_751,95.49,2026-04-26 21:08:35.180932,device_2589,1.193.97.4,0,21,6,54.15875,95.49,8,8,8,0.17,approve
txn_151,user_40,60.27,2026-04-23 22:56:35.181386,device_1609,55.118.183.112,0,22,3,30.482,109.05,10,10,10,0.03,approve
txn_152,user_870,142.6,2026-04-28 10:50:35.181761,device_1124,31.178.207.131,0,10,1,47.51090909090909,142.6,11,11,11,0.08,approve
txn_153,user_540,55.36,2026-04-14 06:10:35.182166,device_917,103.217.77.73,0,6,1,61.88142857142857,94.91,7,7,7,0.02,approve
txn_154,user_107,47.76,2026-04-18 20:44:35.182538,device_903,62.159.133.150,0,20,5,47.06,122.99,9,9,9,0.03,approve
txn_155,user_241,52.16,2026-03-31 12:59:35.182905,device_2389,140.185.16.88,0,12,1,38.506,70.34,5,5,5,0.0,approve
txn_156,user_26,50.44,2026-04-17 09:27:35.183309,device_2090,136.139.1.170,0,9,4,27.412222222222223,54.46,9,9,9,0.01,approve
txn_157,user_950,20.3,2026-04-22 18:10:35.183689,device_2027,2.186.97.105,0,18,2,33.163,92.69,10,10,10,0.01,approve
txn_158,user_288,43.91,2026-04-19 23:02:35.184103,device_748,114.78.148.3,0,23,6,37.52764705882353,126.6,17,17,17,0.06,approve
txn_159,user_88,19.37,2026-04-26 01:56:35.184483,device_2752,27.39.62.215,0,1,6,45.707499999999996,136.94,8,8,8,0.01,approve
txn_160,user_565,76.25,2026-04-21 12:41:35.184839,device_2007,73.71.225.208,0,12,1,43.602,107.61,15,15,15,0.0,approve
txn_161,user_339,42.1,2026-04-18 18:46:35.185262,device_1565,246.170.164.33,0,18,5,39.66307692307692,145.88,13,13,13,0.09,approve
txn_162,user_690,27.92,2026-04-10 05:08:35.185702,device_1963,118.173.87.25,0,5,4,41.58857142857143,91.3,7,7,7,0.04,approve
txn_163,user_829,15.11,2026-04-16 19:12:35.186204,device_2275,39.132.56.35,0,19,3,51.19199999999999,173.6,5,5,5,0.01,approve
txn_164,user_239,54.43,2026-04-23 11:33:35.186653,device_2723,116.177.197.6,0,11,3,44.469,130.53,10,10,10,0.01,approve
txn_165,user_21,94.36,2026-03-30 19:38:35.187069,device_1974,201.26.185.53,0,19,0,118.52166666666666,433.86,6,6,6,0.1,approve
txn_166,user_424,11.7,2026-04-26 21:12:35.187450,device_2186,198.101.189.150,0,21,6,77.87,473.04,12,12,12,0.04,approve
txn_167,user_708,158.23,2026-04-02 02:04:35.187834,device_1769,188.75.45.36,0,2,3,79.50545454545454,337.2,11,11,11,0.08,approve
txn_168,user_462,2.8,2026-04-08 05:01:35.188257,device_955,57.71.247.49,0,5,2,76.833,296.37,10,10,10,0.04,approve
txn_169,user_800,9.98,2026-03-31 00:36:35.190536,device_2854,146.229.115.5,0,0,1,108.31181818181818,523.97,11,11,11,0.05,approve
txn_170,user_23,33.14,2026-04-24 13:17:35.191017,device_170,79.80.141.67,0,13,4,40.235,105.77,14,14,14,0.01,approve
txn_171,user_14,7.79,2026-04-10 20:41:35.191509,device_729,68.180.80.171,0,20,4,68.74,226.1,10,10,10,0.01,approve
txn_172,user_744,44.66,2026-04-26 17:39:35.191958,device_496,247.134.61.97,0,17,6,53.780833333333334,114.14,12,12,12,0.07,approve
txn_173,user_67,27.62,2026-04-24 10:12:35.192385,device_706,61.35.46.34,0,10,4,39.28454545454545,117.45,11,11,11,0.0,approve
txn_174,user_814,93.9,2026-04-06 21:25:35.192757,device_2229,100.235.165.204,0,21,0,42.74916666666667,93.9,12,12,12,0.1,approve
txn_175,user_586,58.0,2026-03-28 20:01:35.193161,device_1246,88.126.107.45,0,20,5,34.88285714285714,79.8,7,7,7,0.02,approve
txn_176,user_362,95.73,2026-04-26 01:50:35.193531,device_351,195.214.147.174,0,1,6,55.028571428571425,127.24,7,7,7,0.01,approve
txn_177,user_48,217.89,2026-03-29 07:40:35.193898,device_2153,51.132.134.194,0,7,6,74.24375,217.89,8,8,8,0.13,approve
txn_178,user_756,0.62,2026-04-21 00:52:35.194450,device_839,43.148.74.11,0,0,1,87.38285714285713,363.67,14,14,14,0.14,approve
txn_179,user_337,0.73,2026-04-02 08:36:35.194923,device_478,208.211.200.131,0,8,3,33.598181818181814,74.49,11,11,11,0.02,approve
txn_180,user_732,6.38,2026-04-22 14:24:35.195383,device_1566,125.158.197.77,0,14,2,26.215999999999998,54.85,5,5,5,0.0,approve
txn_181,user_362,127.24,2026-04-08 01:41:35.196303,device_511,237.255.223.13,0,1,2,55.028571428571425,127.24,7,7,7,0.02,approve
txn_182,user_889,55.14,2026-04-04 02:37:35.196753,device_1220,234.245.97.48,0,2,5,38.69777777777778,111.43,9,9,9,0.03,approve
txn_183,user_158,101.41,2026-04-23 07:56:35.197256,device_1790,177.20.26.235,0,7,3,65.799,200.85,10,10,10,0.03,approve
txn_184,user_287,73.12,2026-04-18 11:56:35.197681,device_2015,90.16.63.238,0,11,5,49.652,114.0,10,10,10,0.06,approve
txn_185,user_497,22.87,2026-04-03 06:45:35.198209,device_1821,230.245.158.229,0,6,4,78.69875,244.18,8,8,8,0.04,approve
txn_186,user_381,3.99,2026-04-08 23:47:35.198757,device_414,155.13.212.133,0,23,2,89.71499999999999,391.95,12,12,12,0.0,approve
txn_187,user_773,39.33,2026-04-04 10:56:35.199248,device_216,98.160.63.19,0,10,5,70.79214285714285,190.98,14,14,14,0.02,approve
txn_188,user_508,6.25,2026-04-08 09:22:35.199648,device_774,120.138.198.157,0,9,2,71.79333333333334,203.67,12,12,12,0.01,approve
txn_189,user_233,34.92,2026-04-23 02:32:35.200141,device_515,231.151.181.203,0,2,3,90.11214285714286,259.29,14,14,14,0.04,approve
txn_190,user_988,32.18,2026-04-01 05:30:35.200599,device_1777,39.132.197.253,0,5,2,72.63444444444445,303.77,9,9,9,0.02,approve
txn_191,user_542,69.89,2026-04-19 02:58:35.201080,device_1318,249.161.105.133,0,2,6,62.24230769230769,389.84,13,13,13,0.06,approve
txn_192,user_174,81.86,2026-04-05 06:07:35.201488,device_846,245.132.64.85,0,6,6,58.80800000000001,132.66,5,5,5,0.08,approve
